"","event_hash","variable","place_hash","name_cleaner_a","name_cleaner_b","rex_match","string_dist_osa"
"9015","75031595","V8","c058f6a66da1d51a","south gaturi","gichiche sublocation",NA,16
"9016","750838c0","V1","27fed444cb771b76","mutira","baricho",NA,6
"9017","750838c0","V2","b30e3eb25efe2abf","mutira","baricu",NA,5
"9018","750838c0","V4","ef7f0717a1e7b8c3","mutira","barisho",NA,6
"9019","750838c0","V6","21f16396f38770af","mutira","barishu",NA,6
"9020","750838c0","V7","e44aa4d9f2e35f42","mutira","thiguku",NA,7
"9021","7515218b","V2","1765371bd1263981","kiambu","kerichwakubwa",NA,9
"9022","7515218b","V3","a3a51804d16a7aec","kiambu","kerichinakubwa",NA,10
"9023","7515218b","V4","d8743bfef734b50d","kiambu","hinga road",NA,8
"9024","7515218b","V7","b868bac98d880f43","kiambu","loiyangalani drive",NA,16
"9025","7515218b","V8","937c115d9f614607","kiambu","kerichina kubwa",NA,11
"9026","7515218b","V9","b43460bb8d96fb84","kiambu","kerichwa kubwa",NA,10
"9027","753c3616","V7","407682a6edd7303d","location 14","kiaguthu",NA,10
"9028","75494a07","V1","0aa55dd25f919ec7","kiamutugu","kiamutugu",1,0
"9029","75494a07","V4","432a169bb86757f7","kiamutugu","kiamatogo",NA,3
"9030","75494a07","V5","3d7bfac8b70ab47a","kiamutugu","kiamatugu",NA,1
"9031","75494a07","V10","b196469c00d0b8ba","kiamutugu","gituba",NA,6
"9032","75582bad","V1","ee1b267b18ae0aff","moyak","sintakara",NA,7
"9033","75582bad","V2","c5fd908d791aa1d9","moyak","ol lalunga",NA,9
"9034","75582bad","V4","11d82dd7766c7702","moyak","nosopukia",NA,7
"9035","75582bad","V5","fac19d187814a211","moyak","ol ombokishi",NA,10
"9036","75582bad","V6","56d5f58bc441433e","moyak","kepise",NA,6
"9037","75582bad","V7","c0563e3c0cba6aa9","moyak","emoyok",NA,2
"9038","75582bad","V8","4ff67b0585a82dd2","moyak","kalelerue",NA,9
"9039","75582bad","V9","8a3589f518b06ca3","moyak","ildimatlocation",NA,12
"9040","75582bad","V10","584d415134815534","moyak","kerrerie",NA,8
"9041","755aee5f","V1","47d29db350f6e85e","fhall","kiamuturi forest guard post",NA,25
"9042","755aee5f","V4","6fe19f95362db5f3","fhall","kiamuturiforestguardpost",NA,22
"9043","755aee5f","V5","0d0f530530af90c5","fhall","gacharageini sublocation",NA,21
"9044","755aee5f","V7","3c8d28325f458f6b","fhall","githugi",NA,6
"9045","755aee5f","V8","aa19890e1f5305b9","fhall","hembe",NA,5
"9046","755aee5f","V10","23e9de793c9bbfee","fhall","mioro",NA,5
"9047","756424a","V1","786e75ff3b82c9ec","dol dol","osinyei",NA,7
"9048","756424a","V3","24a0d30b90ecc823","dol dol","sinyai",NA,7
"9049","756424a","V4","2787e96ad0019a63","dol dol","lorapanga",NA,8
"9050","756424a","V8","d78f4755b0482731","dol dol","wakumbe hills campsite",NA,20
"9051","756424a","V9","41373e7aadbd4999","dol dol","kiamuthanga",NA,11
"9052","756424a","V10","e34ef03bce96dda8","dol dol","kimuthanga",NA,10
"9053","75696b74","V1","7a25618da0a9c678","lhooks farm","osinyei",NA,9
"9054","75696b74","V2","ac269c630ea65986","lhooks farm","bingwa",NA,10
"9055","75696b74","V3","e4fc95859d8ffb9a","lhooks farm","mahiga road",NA,10
"9056","75696b74","V4","2738a6ee2cf69867","lhooks farm","morengaifarm",NA,8
"9057","75696b74","V5","61e3c10bc229a1db","lhooks farm","morengai farm",NA,8
"9058","75696b74","V7","aa536170bbd44209","lhooks farm","ontulili",NA,10
"9059","75696b74","V8","ca7d349ed1cab3ca","lhooks farm","engwaki",NA,10
"9060","75696b74","V9","54c41077f3810276","lhooks farm","chania",NA,9
"9061","75696b74","V10","27dc20ec7bd7e3da","lhooks farm","a 2",NA,10
"9062","75730866","V1","3024b27e42091308","elliott","kanyaiti",NA,7
"9063","75730866","V5","7b95bf528f74ae51","elliott","mwiyogo",NA,6
"9064","75730866","V7","4653cb06fe3056ca","elliott","thukathuka",NA,9
"9065","75730866","V8","457e91dc7f5b79f9","elliott","moyok engare",NA,12
"9066","75730866","V9","fabe94c4433655b0","elliott","moyo drift farms",NA,14
"9067","7588dcb6","V1","33473a887b9344e0","ndunyu chege","thunguri",NA,9
"9068","7588dcb6","V2","e90dda02f9b430f8","ndunyu chege","othaya location",NA,12
"9069","7588dcb6","V7","ec1f4648976354e4","ndunyu chege","gathumbi",NA,11
"9070","7588dcb6","V9","4578222c2fc883a6","ndunyu chege","maragoya",NA,12
"9071","75893df8","V1","8aa935023bcb885d","kevote","mkrkevote road",NA,8
"9072","75893df8","V2","33af3824352c4993","kevote","kevote",1,0
"9073","75893df8","V5","3c853ff659567c86","kevote","kirimiri forest",NA,12
"9074","75893df8","V8","65bdf1650d876763","kevote","kirimiri hill",NA,12
"9075","75893df8","V9","f11fc847edfe1b40","kevote","kirimiri",NA,7
"9076","759d6f","V1","cf3ce8410d9a685c","gaturi","matakakatuka",NA,9
"9077","759d6f","V3","c1b3e9f69bd36e5a","gaturi","mivukoni",NA,6
"9078","759d6f","V5","921990293be753d0","gaturi","kyuso",NA,5
"9079","759d6f","V6","c2aa54f6fbdaffc3","gaturi","muvukoni",NA,6
"9080","759d6f","V7","15b0ee960c799e02","gaturi","mataka",NA,4
"9081","759d6f","V8","b683d54406429ff5","gaturi","kavoko",NA,5
"9082","759d6f","V9","e6ba11424062dae4","gaturi","ianthuzi",NA,4
"9083","759d6f","V10","abc3beddcf6b70e0","gaturi","kianthuzi",NA,5
"9084","75a5d4e6","V1","7b32d3b5ee742262","baumann","kiborok estate",NA,12
"9085","75a5d4e6","V2","b1e97ca3e744c002","baumann","kiruguya",NA,7
"9086","75a5d4e6","V3","58c4484fd9c31c06","baumann","silibwet",NA,8
"9087","75a5d4e6","V5","a887f7af88a498dc","baumann","tighnabruaich estate",NA,17
"9088","75a5d4e6","V6","0202134939d9bf89","baumann","natal farms",NA,9
"9089","75a5d4e6","V7","0fc3b95f31f3f85b","baumann","serengugt farm",NA,12
"9090","75a5d4e6","V10","1f92511b737c3535","baumann","kismet farm",NA,9
"9091","75a73f69","V1","054e99864bb51e5b","boma","central",NA,6
"9092","75a73f69","V2","a8dd09095569f585","boma","olboi burh",NA,8
"9093","75a73f69","V4","2b9bea244ceb9a1c","boma","loloroi",NA,6
"9094","75a73f69","V7","a1fccef425288156","boma","kipsing",NA,7
"9095","75a73f69","V9","a6412234cd9df2f6","boma","mumuoyot",NA,7
"9096","75a73f69","V10","61716c239a40f62c","boma","lol boibor",NA,8
"9097","75b37eb3","V1","58819a2568462e64","odendaal","nyandarua",NA,6
"9098","75b37eb3","V3","99f52f5a756e0c09","odendaal","wanjohi",NA,7
"9099","75b37eb3","V4","94d5833089946c43","odendaal","magomano",NA,7
"9100","75b37eb3","V6","d1b33c6c86daf709","odendaal","wanjohi settlement",NA,16
"9101","75d9d7a4","V1","47c3447453f8db43","ngariama","iamatogo",NA,8
"9102","75d9d7a4","V2","87242b143b193a02","ngariama","iamutugu",NA,8
"9103","75deba9e","V6","e96d5db0c39e18fa","ndia","kangai sublocation",NA,15
"9104","75ea8970","V1","116738c7f8e40f2f","kagaari","kamaindikanthungu",NA,13
"9105","75ea8970","V3","1ee3431318f5f640","kagaari","kiuga",NA,5
"9106","75ea8970","V4","1cfd378091cf6be2","kagaari","kyuga",NA,5
"9107","75ea8970","V8","fd1a760d1d047176","kagaari","kariri",NA,3
"9108","75ea8970","V9","5f9008d239a6a7ae","kagaari","mariri",NA,4
"9109","75f5a08f","V1","fa2eb383fd6bb535","n kiine","ndima tea factory",NA,15
"9110","75f5a08f","V2","0244a5c4745e11f5","n kiine","mathiyas",NA,7
"9111","75f5a08f","V5","307ccf5eb04034b7","n kiine","ndima",NA,5
"9112","75f5a08f","V6","027e4cf3cdbedca9","n kiine","ragati river",NA,9
"9113","75f5a08f","V7","5660f7664d729772","n kiine","iriaini",NA,5
"9114","75f5a08f","V9","705ec5f63fa91a0e","n kiine","kaguyu sublocation",NA,16
"9115","75f7731c","V1","a90f2e582d97fd5b","grimwoods","koibatek forest",NA,12
"9116","75f7731c","V2","8c515500f1200a21","grimwoods","visoi",NA,7
"9117","75f7731c","V4","8ab7863c1b6ec4be","grimwoods","ololdiani forest reserve",NA,21
"9118","75f7731c","V5","ad6ef4c91faca70c","grimwoods","mount londiani forest",NA,18
"9119","75f7731c","V6","3e2fdde6d26c85eb","grimwoods","londiani",NA,9
"9120","75f7731c","V10","53dae326de01ed24","grimwoods","loldiani",NA,9
"9121","760a88ff","V1","90b2b0c872b0c93d","baxendales farm","ruiru",NA,14
"9122","760a88ff","V3","a3711a8981c595e8","baxendales farm","kiroe",NA,14
"9123","760a88ff","V4","b5d1c0ef5729e22c","baxendales farm","kiriri",NA,14
"9124","760a88ff","V7","ff2cd40caf190afe","baxendales farm","kiaibabu",NA,13
"9125","760a88ff","V8","cb2b26fd32dad23c","baxendales farm","eastern bypass",NA,13
"9126","76225d1b","V1","533038f8414208c9","fatles farm","pembroke house school",NA,18
"9127","76225d1b","V2","b325fdfdccad210c","fatles farm","gilgil club",NA,10
"9128","76225d1b","V5","b83d783f1379d4fb","fatles farm","karunga",NA,9
"9129","76225d1b","V9","2cae60a72b23ac43","fatles farm","gilgil war cemetery",NA,15
"9130","7623ad41","V1","1bb6e2e4948b4e4d","location 5","equator crossing",NA,13
"9131","7623ad41","V2","73340ced0e40069c","location 5","kuhora twana",NA,9
"9132","7623ad41","V3","70d643a20a5acbe5","location 5","lions court",NA,8
"9133","7623ad41","V4","e51d6d22f7372720","location 5","st moses primary school",NA,20
"9134","7623ad41","V6","5bf48353402c6ce2","location 5","nanyuki",NA,9
"9135","7623ad41","V7","04c9647ce8534089","location 5","irura rd",NA,10
"9136","7623ad41","V9","c823f66d5d1908a0","location 5","nakumatt",NA,9
"9137","7623ad41","V10","1bcf9fa8a3a667a7","location 5","sagana road",NA,10
"9138","762ff623","V1","9811189f24e39baf","bookers","belle vue estate",NA,13
"9139","762ff623","V3","7c4a78c60c7cfce0","bookers","bellevueestate",NA,11
"9140","762ff623","V4","a66184c423f2151a","bookers","similik",NA,7
"9141","762ff623","V6","606df8146f5f008d","bookers","lamuria farm",NA,11
"9142","762ff623","V9","c08bc21dc9cb10f7","bookers","kiawara",NA,6
"9143","762ff623","V10","946f151d5ab6e5ee","bookers","lamuria",NA,7
"9144","7633c9c1","V1","7f1100b5425f5e0f","gaturi","kvumbu",NA,6
"9145","7633c9c1","V2","fd66f76f11a1c3e0","gaturi","kihumbu",NA,6
"9146","7633c9c1","V4","356feac10c30eea4","gaturi","kivumbu",NA,6
"9147","7633c9c1","V8","fd7886eccd47caa2","gaturi","gaithuri",NA,2
"9148","7633c9c1","V10","4dcb41e4fdf037a7","gaturi","gaturi location",NA,9
"9149","76389060","V1","74e6c77c99d7b219","buffaloe hill","buffalohill",NA,2
"9150","76389060","V2","09c2cbb80418e0a3","buffaloe hill","buffalo hill",NA,1
"9151","76389060","V3","55aeaaf6718ba0d0","buffaloe hill","kiambogo",NA,12
"9152","76389060","V8","12547bf5e7b849f0","buffaloe hill","naado ong ata",NA,12
"9153","76389060","V9","0aca50ee344ec708","buffaloe hill","ongata naado",NA,12
"9154","76389060","V10","1122f117d396e148","buffaloe hill","naadoongata",NA,11
"9155","7645229d","V7","3c3489c496b81184","kiine","iirigwi",NA,5
"9156","76458c1e","V10","875dc24825baa12f","phillips farm","ndunyu njeru",NA,12
"9157","7645f58c","V1","1474012bb1b6083e","rwathia road loc 12","tuthu",NA,17
"9158","7645f58c","V2","f38c602563442a75","rwathia road loc 12","tuso",NA,17
"9159","7645f58c","V5","a964527b77e50fe7","rwathia road loc 12","karuris",NA,17
"9160","764dc905","V1","1748dbe91fcaebec","baragwi","kianyagakarumandi road",NA,18
"9161","764dc905","V2","a72299eef65a2b57","baragwi","karumandi",NA,5
"9162","764dc905","V4","8d39c8f09f87b8ce","baragwi","gatumbi",NA,5
"9163","764f2567","V4","12d0ec7f6801f7fe","swift","dida gilana farms",NA,15
"9164","764f2567","V5","fc6d328354990346","swift","ewaso ngiro",NA,9
"9165","764f2567","V6","7594e2b24d0d1f18","swift","melawapumpstation",NA,15
"9166","764f2567","V7","22765e7803b82162","swift","tulasha",NA,7
"9167","764f2567","V10","e8241e4114b80f0d","swift","dafini estates",NA,12
"9168","766bc3b","V1","835d42bf3bbad3ce","flowers farm","kathaiya",NA,11
"9169","766bc3b","V2","a292dea992978bcb","flowers farm","baragui",NA,11
"9170","766bc3b","V3","698b0745f0ad2187","flowers farm","gititusublocation",NA,15
"9171","766bc3b","V4","07555f2fae47f257","flowers farm","kagongo",NA,12
"9172","766bc3b","V5","c8027e760494ec59","flowers farm","aguthilocation",NA,13
"9173","766bc3b","V6","ea2d143b8280499d","flowers farm","kialyuya",NA,11
"9174","766bc3b","V7","78e0d7dfcebe2b1d","flowers farm","gititu",NA,12
"9175","766bc3b","V8","442f85f803cb7037","flowers farm","kirinyagadistrict",NA,16
"9176","766bc3b","V9","1631fb3b1a213761","flowers farm","gatusublocation",NA,14
"9177","766bc3b","V10","09c6a3efbf15a884","flowers farm","aguthi",NA,12
"9178","7697da19","V1","c8c4602a6f7b582d","kihona kohinga loc","kiahagu sublocation",NA,13
"9179","7697da19","V4","9142c634352dd90e","kihona kohinga loc","kiahagusublocation",NA,14
"9180","7697da19","V7","7fec02c99e22ec3f","kihona kohinga loc","kiahagu",NA,13
"9181","7697da19","V9","afd7558a4fc4421b","kihona kohinga loc","kamokosublocation",NA,14
"9182","7697da19","V10","ec24bfbb890fadf2","kihona kohinga loc","kihome",NA,14
"9183","76b50182","V1","eb3a978798c09693","carnehis","ngobit",NA,7
"9184","76b50182","V2","65e73c04afa57f9e","carnehis","carnegies airfield",NA,11
"9185","76b50182","V3","c564fd07458137e9","carnehis","olmotosyoi",NA,10
"9186","76b50182","V7","f8145e03cff8bd27","carnehis","tafaria castle  country lodge",NA,26
"9187","76b50182","V9","531c79c36205898f","carnehis","kamae",NA,6
"9188","76b50182","V10","68af50a9c92f2501","carnehis","olombogishi",NA,9
"9189","76bdbd19","V1","511b71f3792780b1","njukini forest","kathakwa",NA,13
"9190","76bdbd19","V2","5d218ebdbbfe4965","njukini forest","kii river",NA,9
"9191","76bdbd19","V3","f3bbd8542f7fe324","njukini forest","gichangai",NA,13
"9192","76bdbd19","V4","d03e1ef322bf9329","njukini forest","geturi",NA,13
"9193","76bdbd19","V8","c0bcecf65e83d741","njukini forest","mukangu",NA,11
"9194","76bdbd19","V10","381d419bf3f02fc4","njukini forest","kichangai",NA,12
"9195","76cc3dad","V1","d0898cd21218131a","gilgil","samsons corner",NA,14
"9196","76cc3dad","V2","a1c7cc48ea515889","gilgil","samsons kona",NA,12
"9197","76cc3dad","V8","8cdefab4eff42041","gilgil","samsonscorner",NA,13
"9198","76cc3dad","V9","71a677042d2785b7","gilgil","mururi",NA,6
"9199","76cc72f4","V1","36e40824988a8ff8","embu","kathera sublocation",NA,17
"9200","76cc72f4","V4","782f3adb1ce16431","embu","kathigagacheru",NA,13
"9201","76cc72f4","V7","d2ad60594aa44fef","embu","changura",NA,7
"9202","76cc72f4","V8","6ec045ad7e2edb99","embu","ngora",NA,5
"9203","76cc72f4","V9","bca35e168007ed6e","embu","ngura",NA,5
"9204","76d13d34","V1","f59817d55bc1c7d8","fort hall","nyakahuho",NA,8
"9205","76d13d34","V4","1352138116d5dc6b","fort hall","karindi",NA,8
"9206","76d13d34","V8","c0242227dc93431d","fort hall","kamune",NA,9
"9207","76dfd350","V1","b5d9b8a7c76a816d","kaiahwe valley","murarandia one",NA,12
"9208","76dfd350","V2","8518554ecb5652e8","kaiahwe valley","kibutha",NA,11
"9209","76dfd350","V5","f5488158023ca535","kaiahwe valley","theri",NA,12
"9210","76dfd350","V6","72ea7354f5eaacb1","kaiahwe valley","murarandia2",NA,12
"9211","76dfd350","V8","4ec442abf41c18fd","kaiahwe valley","mathariti sublocation",NA,17
"9212","76dfd350","V9","9712242abeeb09b8","kaiahwe valley","githambo",NA,11
"9213","76e0dea8","V1","2396e6771b29612b","moridjo village","magomano",NA,12
"9214","76e0dea8","V2","f0c9540704ca35ab","moridjo village","wanjohi",NA,12
"9215","76e0dea8","V3","8336307d40a18e33","moridjo village","leshao",NA,14
"9216","76e0dea8","V4","14215d10e0614f9d","moridjo village","morijo",NA,9
"9217","76e0dea8","V5","b103885add7dd020","moridjo village","mawingosettlement",NA,12
"9218","76e0dea8","V8","374dab8371a7478d","moridjo village","kianjogu",NA,12
"9219","76e0dea8","V10","e657c7d49c6648a5","moridjo village","equator sign",NA,12
"9220","76ee79","V1","8e49e82a692c111e","thika","thika road girls secondary school",NA,28
"9221","76ee79","V2","a899b3f78d0ac032","thika","ndarugu",NA,7
"9222","76ee79","V6","ff0fbcafef129676","thika","kuraiha primary school",NA,19
"9223","76ee79","V7","f94e7ca67f60e552","thika","ndarugo stone quarry",NA,18
"9224","76ee79","V9","28656a9f6926fe69","thika","thikafarm",NA,4
"9225","76ee79","V10","03fda3b063154d8e","thika","kawetuo",NA,7
"9226","77041473","V1","ada5afa6a7f47d73","mount kenya forest","ngondi",NA,16
"9227","77041473","V5","46049017cb4e5df7","mount kenya forest","ngonde",NA,15
"9228","77041473","V7","af7c3e62e1a793f9","mount kenya forest","ushekwa",NA,15
"9229","77041473","V8","f8b860d2c65f2cb9","mount kenya forest","thegofishingcamp",NA,18
"9230","77041473","V9","fc9ce864fe21a536","mount kenya forest","kurumuti",NA,17
"9231","77041473","V10","cca54673c10afd49","mount kenya forest","maragima",NA,16
"9232","770906f3","V1","628b63373c0b027f","thorpes farm ngobit","mutiumwe",NA,18
"9233","770906f3","V2","3222167a4dc54c61","thorpes farm ngobit","observation hill",NA,15
"9234","770906f3","V4","0ec6ac863db968d6","thorpes farm ngobit","muti umwe",NA,17
"9235","770906f3","V5","cbb7a408db861e53","thorpes farm ngobit","one tree hill",NA,15
"9236","770906f3","V9","3e06312fa15972fb","thorpes farm ngobit","observationhill",NA,15
"9237","770906f3","V10","abd0bdca85ac6d3c","thorpes farm ngobit","bellevue",NA,18
"9238","771bff8","V1","0a004c33aaa87071","kahawa","st louis academy primary school",NA,28
"9239","771bff8","V2","079a910a9fc4b45a","kahawa","githurai kimbo police station",NA,26
"9240","771bff8","V3","f61b79e1008926a2","kahawa","gatharaini",NA,6
"9241","771bff8","V5","2ac9e5db99465b97","kahawa","kasarani mwiki",NA,10
"9242","771bff8","V6","0ecb03179f1c6a26","kahawa","kasarani",NA,4
"9243","771bff8","V7","85a64d3e0813abbf","kahawa","ruiruaka",NA,6
"9244","771bff8","V8","838b13bb400a909b","kahawa","korogocho",NA,8
"9245","771bff8","V10","382c0d630635d27e","kahawa","kassarani",NA,5
"9246","7744b8d1","V1","787cf1f30a5cebf3","south kinangop","matundu",NA,12
"9247","7744b8d1","V2","8b64f3c365aad4e3","south kinangop","kiriaini",NA,12
"9248","7744b8d1","V3","b3a1b633ea4bc9f3","south kinangop","rwathe",NA,12
"9249","7744b8d1","V4","9b98907f9498b665","south kinangop","ndunyu chege",NA,12
"9250","7744b8d1","V5","8e79f6a8de2fa83f","south kinangop","chege",NA,12
"9251","7744b8d1","V6","a8f6f0acc7b1704b","south kinangop","chegesublocation",NA,14
"9252","7744b8d1","V7","0a8a0f9e6dfb62f5","south kinangop","ndunyuchege",NA,12
"9253","7744b8d1","V8","bf42cde26670a1fe","south kinangop","mungaria",NA,11
"9254","7744b8d1","V9","4b31d85c9af48ccf","south kinangop","ithangasublocation",NA,16
"9255","77695692","V1","53f31b6ddbc4929e","fort hall","waitwa",NA,7
"9256","77695692","V2","49e7ddd05702f2e0","fort hall","mea",NA,8
"9257","77695692","V9","fce949899be4bda4","fort hall","ngararia",NA,8
"9258","7780684e","V1","cfadd4f6b0c252b6","payne williams","nye",NA,12
"9259","7780684e","V2","cba1ef1cf0f200ec","payne williams","hkni",NA,12
"9260","7780684e","V3","33cc7c78c77918ef","payne williams","nyeri airport",NA,12
"9261","7780684e","V5","6b9bb1c9e17f969f","payne williams","nyaribo",NA,12
"9262","7780684e","V7","50af109d2c006d38","payne williams","nyeri county",NA,12
"9263","7780684e","V8","e4f760f2e0dfa21a","payne williams","nyeri",NA,11
"9264","778d772d","V1","40e0e2502af408f3","loc 2","mairie",NA,6
"9265","778d772d","V2","660afa1a3349e0bd","loc 2","mairii",NA,6
"9266","778d772d","V3","04c16ed0d8bfd2fa","loc 2","mairit",NA,6
"9267","778d772d","V4","65bed1b635f61f14","loc 2","mairi",NA,5
"9268","778ea4a4","V1","c107d7049d20c548","kiambu","ibonia",NA,6
"9269","778ea4a4","V3","f11421f02c6956df","kiambu","kiamara estate",NA,10
"9270","778ea4a4","V4","cd9b404e5fc69ff0","kiambu","gathanga",NA,7
"9271","778ea4a4","V9","097f926ac5a9bb1a","kiambu","ibonia estate",NA,11
"9272","778ea4a4","V10","7ad7a692ddf07e51","kiambu","miserara estate",NA,13
"9273","779fde19","V1","4c4efa71f0c52310","cranhurst estate","ndarugu road",NA,12
"9274","779fde19","V2","381f9a9f904f0e76","cranhurst estate","harries road",NA,12
"9275","779fde19","V3","67244025a0c94628","cranhurst estate","cranhurst estate",1,0
"9276","779fde19","V9","c0584466de6a2273","cranhurst estate","kiratina",NA,13
"9277","779fde19","V10","ab66a54ccac48fd2","cranhurst estate","kenyatta farm",NA,13
"9278","77ad0404","V3","3be483d85ae456b8","van deventer","ndivai",NA,9
"9279","77b9d093","V1","65b19a49912200be","kutenoi","kutenoi",1,0
"9280","77b9d093","V6","28a54e8b8121aaae","kutenoi","kiganjo",NA,5
"9281","77b9d093","V7","5ee34e6b66b85c0d","kutenoi","gikure",NA,6
"9282","77b9d093","V8","0fedb145c446a218","kutenoi","ildamat",NA,7
"9283","77b9d093","V10","d5c05c9e39b85455","kutenoi","riabai",NA,6
"9284","77bf2d1a","V1","623e6981c00fbf62","south kinangop","karaba special m",NA,15
"9285","77bf2d1a","V2","9781a146451569f4","south kinangop","karaba special camp",NA,16
"9286","77bf2d1a","V5","016206ad29c7791c","south kinangop","karabaspecialcamp",NA,15
"9287","77bf2d1a","V6","be045dc3a4d7f37d","south kinangop","gategi",NA,12
"9288","77bf2d1a","V8","77a22f30e867fb95","south kinangop","marurumo",NA,13
"9289","77bf2d1a","V9","986bb052927c8e3d","south kinangop","ndindiruku",NA,13
"9290","77f1b2cb","V2","d0c98293d13aaafd","wanjohi valley","gitahi",NA,12
"9291","77f1b2cb","V5","6c91797212ae8ac1","wanjohi valley","wanjohi",NA,7
"9292","77f1b2cb","V8","0f431f5b9c7ef6f9","wanjohi valley","kitai",NA,12
"9293","780a2627","V1","2d64f823d2f15cc4","stop line","mugirirwa sublocation",NA,18
"9294","780a2627","V4","889afac3c2ef9a36","stop line","kiangondu",NA,9
"9295","780a2627","V6","a4d613ac680b8bf3","stop line","samji",NA,7
"9296","780a2627","V7","e82e52f8494c4bd0","stop line","kamagogo",NA,9
"9297","780a2627","V8","c39a8927b6fd1bde","stop line","kirigi",NA,8
"9298","7818c9e9","V1","9edb154276fdc31d","nyeri","kagumo road",NA,10
"9299","7818c9e9","V4","5b53b095afac9fe9","nyeri","gachiguini",NA,9
"9300","7818c9e9","V5","7c9cd33fc3d35eca","nyeri","munyange sublocation",NA,16
"9301","7818c9e9","V6","921ba2c2d01c0584","nyeri","gathima",NA,6
"9302","7818c9e9","V8","443ceec7521c5812","nyeri","njigari",NA,4
"9303","781ff05b","V1","35e5031cdcf1f592","nrnanyuki  forest station","nanyuki forest station",NA,3
"9304","781ff05b","V4","3d911612c4c29619","nrnanyuki  forest station","githima",NA,22
"9305","781ff05b","V5","8844ce63b52fb11b","nrnanyuki  forest station","nanyukiforeststation",NA,5
"9306","781ff05b","V6","0294e4d2ea2dcee0","nrnanyuki  forest station","gathiuru forest station",NA,9
"9307","781ff05b","V7","cd7ed5d54b0241d8","nrnanyuki  forest station","burguret",NA,21
"9308","781ff05b","V8","a2c02d1a55d72c09","nrnanyuki  forest station","mariaini",NA,21
"9309","781ff05b","V9","d8fe218e1cc5624d","nrnanyuki  forest station","robuini",NA,21
"9310","781ff05b","V10","2660c63908222dfa","nrnanyuki  forest station","muguini",NA,22
"9311","782834ab","V1","a59fc8430440e51c","kabago forest","gataroini",NA,10
"9312","782834ab","V5","34617d4562bd3a5b","kabago forest","nyeri forest",NA,6
"9313","782834ab","V6","ba79d9f17c11fba2","kabago forest","oldoinyo lemboro",NA,14
"9314","782834ab","V8","2f395fe5e917b868","kabago forest","oldoinyolemboro",NA,14
"9315","782834ab","V9","a58aac7f841205dd","kabago forest","zaina",NA,12
"9316","782957b7","V1","148a713ffe0cbfc1","kipipiri","githioro",NA,6
"9317","782957b7","V3","dce9c33d744d44ba","kipipiri","kangoyo",NA,7
"9318","782957b7","V6","fb35b2e1c46177f3","kipipiri","mkungi",NA,7
"9319","7832100e","V1","1ba56a22d46fcf0b","mweiga","berisha engare",NA,11
"9320","7832100e","V2","25637da39c89c764","mweiga","olpejetaestate",NA,12
"9321","7832100e","V3","1eeb4b74d35f59f7","mweiga","ruhutie",NA,7
"9322","7832100e","V4","79ba99bfedd84ba2","mweiga","lamuria",NA,5
"9323","7832100e","V6","0be37ad4d4e159f0","mweiga","olpejeta estate",NA,13
"9324","7832100e","V8","e73b3f3414caadf4","mweiga","ol pejeta estate",NA,14
"9325","7832100e","V10","e9de8a24d70c3a62","mweiga","munyangetwo",NA,9
"9326","78355f1e","V1","84a6acfffce8ef7c","mrjohn hooks farm","tunyai",NA,15
"9327","78355f1e","V3","adbfcc04ef3eb545","mrjohn hooks farm","gianrure",NA,15
"9328","78355f1e","V4","8d4a4236d3d6e57e","mrjohn hooks farm","laikipia army base",NA,16
"9329","78355f1e","V5","a6878131afccc3de","mrjohn hooks farm","kiamuge",NA,16
"9330","78355f1e","V6","f665fe49684f0564","mrjohn hooks farm","tagwa",NA,16
"9331","78355f1e","V7","1bb6e2e4948b4e4d","mrjohn hooks farm","equator crossing",NA,15
"9332","78355f1e","V8","73340ced0e40069c","mrjohn hooks farm","kuhora twana",NA,14
"9333","78355f1e","V9","70d643a20a5acbe5","mrjohn hooks farm","lions court",NA,13
"9334","78355f1e","V10","e51d6d22f7372720","mrjohn hooks farm","st moses primary school",NA,20
"9335","7844c27a","V1","9815b87eb77f7837","kijabe area","wakagwe",NA,9
"9336","7844c27a","V5","e2c824567caebd0a","kijabe area","kinale",NA,7
"9337","7844c27a","V7","bd321ef28f328f28","kijabe area","kiambu forest",NA,7
"9338","7844c27a","V8","b957dc0ea5cae71a","kijabe area","munyaka primary",NA,11
"9339","7854b62f","V8","373a32479b067d0b","forest","rumindu",NA,7
"9340","786c1839","V1","025c812977885bf6","meru district","itungururu",NA,11
"9341","786c1839","V2","a69842125fd50384","meru district","magumoni",NA,10
"9342","786c1839","V3","6ba9c409e6866c6b","meru district","itugururu",NA,11
"9343","786c1839","V7","571f786b73f34adc","meru district","kamarungu",NA,12
"9344","787cff2a","V1","6670c97baab5b989","colviles farm","githima",NA,11
"9345","787cff2a","V7","c8488a462e153b7b","colviles farm","comwyne farm",NA,5
"9346","787cff2a","V8","5199985889e9cd7a","colviles farm","ol goashal farm",NA,8
"9347","787cff2a","V9","be95597aeba87239","colviles farm","jaffa bridge",NA,13
"9348","7880d431","V1","5218657c4eaec4dc","kariko snr","kariko",NA,4
"9349","7880d431","V2","3410751d0afd7766","kariko snr","ruruguti",NA,9
"9350","7880d431","V7","aceb78af1984ea82","kariko snr","karik",NA,5
"9351","7880e6de","V1","64e922f2261d9bd9","nandhi labour camp","antuambuisublocation",NA,16
